,SMILES,Group,RDMol,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
131,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1ccc(N3CCOCC3)cc12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf3f0>,459.170667784,7,1,2.8603000000000014,True
132,Cc1cc(C)cc(CNC(=O)c2cc(N)cc(Nc3cccnc3)c2O)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf620>,362.174275944,5,4,3.659840000000001,True
133,CC(OC1CCCNC1)c1ccc(F)c(COc2ccc3c(c2)C2(CCCC2)CC3)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfa80>,423.257357548,3,1,5.9923000000000055,True
134,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c(C3(CF)N=C(N)OC4CC43)c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfdf0>,400.11471038,5,2,2.9869800000000017,True
135,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cccc(N)c3oc2=O)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfee0>,384.18377800799993,4,1,5.064300000000004,True
136,Cc1ccc(C(=O)NCC(=O)NC2CCCc3ccccc32)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bff30>,322.168127944,2,2,2.9186200000000015,True
137,NC1=NC(=O)C(Cc2ccccc2)N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfe90>,189.090211972,3,2,0.042199999999999405,True
138,COc1ccc(CN(Cc2ccccc2)C2=NCCC2(C)C)cc1OC,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfe40>,352.21507813599993,4,0,4.534400000000004,True
139,O=C1c2ccc(O)cc2OCC1Cc1ccc(Cl)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfbc0>,288.05532195600006,3,1,3.4796000000000022,True
140,CN1C(=O)C(c2ccc(OC(F)F)cc2)(c2ccc(F)c(-c3cccnc3F)c2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfd00>,444.1209386320001,5,1,3.6585000000000027,True
141,COCC(Oc1cc(F)cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)c1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf6c0>,569.2611226,6,2,4.9961000000000055,True
142,COc1cncc(OC)c1C1CCCC(NC(=O)c2cc3ccccn3n2)C1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf530>,380.1848406280001,6,1,3.202700000000001,True
143,COc1cc(C=Cc2ccccc2N2CCNCC2)ccc1Cl,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bfb70>,328.134240972,3,1,3.928600000000002,True
144,CC(=O)Nc1cccc(-c2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bd440>,404.1405928679999,5,3,2.5533,True
145,CC(C)CNC(=O)C(CCC(=O)NO)CC(C)(C)C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bd1c0>,272.209992756,3,3,2.0965999999999996,True
146,COc1ccc(OCC(=O)Oc2cc(C)ccc2C)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bd940>,286.120509056,4,0,3.2964400000000023,True
147,NC(CCc1ccccc1)C(=O)Nc1cccc(-c2ccccc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef030>,330.17321332399996,2,2,4.252200000000003,True
148,COc1cccc(-c2[nH]c(O)c(O)c2C(O)C(C)(C)C)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef080>,291.147058152,4,4,3.181000000000002,True
149,CN1C(N)=NC(C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(C)C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef0d0>,414.163808576,6,2,2.7991800000000016,True
150,NC1=NC(c2cccc(OC(F)(F)F)c2)(c2ccc(Cl)c(F)c2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef120>,386.05575153200004,5,2,3.3068000000000017,True
151,CN1C(=O)CC2(NC(=O)c3ccc(Cl)cc32)C12COC2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef170>,292.061469956,3,1,0.9097999999999999,True
152,COc1ccc(-c2cc(C(=O)NCc3cc(F)c(C)cc3C)nc(C)c2C)cn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef1c0>,393.1852552280001,4,1,4.4549800000000035,True
153,Cc1cc(Br)cnc1C(=O)Nc1cccc(C2(C)CCCCC2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef210>,386.099375456,2,1,5.6266200000000035,True
154,CC(=NNC(=O)c1nnn(-c2ccccc2)c1-c1ccc(C)cc1)c1ccc(Cl)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef260>,429.13563794,5,1,5.050120000000004,True
155,CNCC(O)C(Cc1cccc(-c2ccsc2)c1)NC(=O)COC,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef2b0>,348.15076362799994,5,3,1.6690999999999994,True
156,NS(=O)(=O)c1ccc(-c2cn(-c3cccc(Br)c3)nn2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef300>,377.9786086920001,5,1,2.3442000000000007,True
157,N#Cc1cc(CC=CCCCCc2ccccc2)c(O)c(Cc2ccc(Cl)cc2Cl)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef350>,449.13131978,2,1,7.673180000000006,True
158,CC1(c2cc(Br)cc(NC(=O)c3cc(C(F)(F)F)cnc3Cl)c2)CCSC(N)=N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef3a0>,505.97905654000016,5,2,5.435400000000002,False
159,O=C(C=Cc1ccc(OCc2ccccc2)cc1)c1ccc(O)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef3f0>,330.125594436,3,1,4.867300000000004,True
160,NC1=NC(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)(C(F)F)COC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef440>,399.070986996,6,2,2.369200000000001,True
161,O=C(CC1CC(OCc2ccccc2)CN1C(=O)Nc1ccc(F)cc1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef490>,432.18492088000005,3,1,5.290300000000005,True
162,CCCCN(C(=O)N(C)C)c1cc2nc(-c3cncs3)ccc2nc1C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef4e0>,369.16233135600004,5,0,4.349820000000004,True
163,COc1ccccc1CNC(=O)C1CCOCC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef530>,249.136493468,3,1,1.7379999999999998,True
164,Oc1c(Cc2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef580>,336.15141526,1,1,6.317000000000005,True
165,CCOC(=O)C(C#N)=CC(C(=O)N1CCCCC1)=C(C)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef5d0>,352.178692628,4,0,3.485680000000002,True
166,C=CCC=CCCN=C(N)N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef620>,153.12659748,1,2,0.7822,True
167,O=S(=O)(c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef670>,337.065175432,4,0,2.2459,True
168,COc1cccc(-c2nc(SCC(=O)Nc3ccc4c(c3)OCCO4)c(-c3ccccc3)[nH]2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef6c0>,473.140927216,6,2,5.254300000000004,True
169,COc1ccc2c(OCc3cc(-c4ccccc4)nc(N)n3)ccnc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef710>,358.14297581600005,6,1,3.861600000000001,True
170,CCOC(=O)c1cnc2c(c1)cc(-c1cn[nH]c1)c(=O)n2C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef760>,298.106590308,6,1,1.5002999999999997,True
171,Cc1cc(=O)oc2cc(NC(=O)c3ccc(Br)cc3)ccc12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef7b0>,357.000055344,3,1,4.116220000000002,True
172,Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef800>,264.126263132,3,0,3.217340000000002,True
173,CCNCc1cc(C(=O)N2CCN(Cc3ccccc3)CC2)cc(C(F)(F)F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef850>,405.202797112,3,1,3.7729000000000026,True
174,CC(C)CNC(=O)C(O)(CCCNC(=O)Nc1cccc(-c2noc(N)n2)c1)C(=O)NCCN(Cc1ccccc1)C(=O)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef8a0>,670.3227310640001,9,6,3.1826000000000016,False
175,COc1cccc(-c2ccnc(Nc3ccc(F)cc3)n2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef8f0>,295.112090288,4,1,4.034900000000002,True
176,O=C(NC(Cc1ccccc1)C(O)CNCc1cccc(C(F)(F)F)c1)OCc1cccnc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef940>,473.192626352,5,3,4.088600000000003,True
177,O=C(Nc1cccc(OCCCN2CCOCC2)c1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef990>,340.178692628,4,1,3.040000000000002,True
178,Cn1cc(C2(C(=O)Nc3cc(C(=O)O)cc(C(C)(C)C)c3)N=C(N)C2(C)CO)cn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef9e0>,413.2063043440001,7,4,1.6191999999999995,True
179,COc1cc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)cnc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefa30>,412.1158532520001,6,2,2.4685000000000006,True
180,CN1C(=O)C(c2ccc(OC(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefa80>,427.12560941200013,6,1,2.9144000000000005,True
181,NC1=NC(c2cc(NCc3nn(C(F)F)cc3Cl)ccc2F)C2C1OCC2C(F)(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefad0>,467.094757132,6,2,4.2882000000000025,True
182,CC1CC2CC(CN2)C1CCCCCCCC(=O)Nc1cccc(C#N)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefb20>,367.262362676,3,2,4.861580000000004,True
183,C#CCn1cc(C=NN=C(N)NC(CO)Cc2ccccc2)cc1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefb70>,339.169524912,5,4,0.6687000000000005,True
184,COCCNC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefbc0>,329.128802972,4,3,2.5319000000000003,True
185,O=C(Nc1cn(CC(O)CO)c(-c2cccc(F)c2)n1)c1cccc(OCCF)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefc10>,417.150012592,6,3,2.6430000000000016,True
186,COc1ccc(C=CC(=O)CC(=O)C=Cc2cc(OC)c(O)c(OC)c2)cc1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefc60>,398.1365530439999,7,2,3.378500000000003,True
187,CCCOc1cc(C)c2c(c1C)CC(C)(CC)O2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefcb0>,248.177630008,2,0,4.195840000000003,True
188,N#Cc1cc2cc(S(=O)(=O)Nc3ccc(F)c(Br)c3)ccc2[nH]1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefd00>,392.95828784800005,3,2,3.7419800000000016,True
189,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1ccccc1Cl,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefd50>,483.071302136,3,1,5.677000000000004,True
190,COc1ccc(NC(=O)C=Cc2cccc([N+](=O)[O-])c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefda0>,298.095356928,4,1,3.255300000000001,True
191,NCCCCCCNc1c2c(nc3ccccc13)CCCC2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefdf0>,297.22049786400004,3,2,4.044600000000003,True
192,CC(C)(O)COc1cccc(-c2cc3c(N)ncc(C(N)=O)c3cc2F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefe40>,369.14886972,5,3,2.8717000000000006,True
193,O=c1oc2ccc(Oc3cccc(F)c3)cc2c(Cl)c1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefe90>,306.009514636,4,1,4.083400000000001,True
194,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C(C)C(=O)O)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefee0>,349.09839370799995,4,1,2.3592000000000004,True
195,CCCS(=O)(=O)C(C)C=CCCC(=O)C=CCc1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeff30>,334.160265692,3,0,3.9041000000000032,True
196,CC1(c2cc(NC(=O)c3ccco3)ccc2F)N=C(N)OCC1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeff80>,335.10814778,5,2,2.5692000000000004,True
197,CC(C)CC(NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)NCCc1cccc(N)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee030>,459.2521919160001,4,3,4.351200000000003,True
198,c1ccc(-c2ccccc2CNCCC2CCCCC2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee080>,293.214349864,1,1,5.413600000000004,True
199,COc1cccc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee0d0>,291.112010036,4,2,3.023600000000001,True
200,FC1CCN(Cc2c[nH]c3c(Cl)cc(Cl)cc23)CC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee120>,300.05963206,1,1,4.4086000000000025,True
201,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(C2CC2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee170>,307.14331016400007,5,1,1.5355999999999999,True
202,O=C1N=C(Nc2cccc(Cl)c2)N=C(N2CCC(F)CC2)C1Cl,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee1c0>,356.06069468,4,1,3.087900000000002,True
203,CC#Cc1cccc(CC(NC(=O)c2cc(-c3ccccc3)on2)C(=O)O)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee210>,374.12665705599994,4,2,3.138700000000001,True
204,CN(C)c1ccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee260>,414.205576072,3,2,4.230300000000002,True
205,CN1C(=O)OC(c2ccc(OCCCF)cc2)(C2CCCCN2)C1=O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee2b0>,350.164185436,5,1,2.3709999999999996,True
206,NC1=NC(c2ccc(Cl)cc2)(c2ccc(F)c(Cl)c2)C2CCCC12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee300>,362.075282124,2,1,5.163200000000003,True
207,COCc1cc2cc(c1)C(=O)NC(C(C)COCc1ccccc1)N2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee350>,340.178692628,4,2,3.167300000000002,True
208,CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(Br)cc(F)c1O2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee3a0>,434.06413282,5,1,4.707300000000004,True
209,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee3f0>,581.306513232,5,3,5.035820000000005,False
210,O=c1cc(Oc2ccc(O)cc2)ccn1Cc1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee440>,293.10519334,4,1,3.3945000000000016,True
211,CC1CC2CCC(CN(C)CC2)N1CCCCCC(O)(Cc1ccccc1)C(=O)NCc1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee490>,505.366827744,4,2,5.031700000000005,False
212,COc1ccc2oc(CN(C)Cc3ccccc3)cc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee4e0>,281.14157884800005,3,0,4.073400000000003,True
213,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc(F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee530>,377.053902484,3,2,3.2501000000000015,True
214,COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2cc(OC)cc(N3CCCCC3)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee580>,517.294056728,6,3,4.185900000000004,True
215,COc1cccc(NC(=O)c2cc(-c3cccc(OC(C)(C)C)c3)on2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee5d0>,366.157957184,5,1,4.779800000000003,True
216,CCOc1ncccc1C(=O)Nc1ccc(F)c(C2(C(F)F)COCC(N)=N2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee620>,408.14092512800005,6,2,2.7195,True
217,NC1=NC(c2cc(NC(=O)c3cnc(OCC(F)F)cn3)ccc2F)C2C1CC(N)C2CO,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee670>,464.17837325600004,8,4,1.4957,True
218,CC#Cc1cccc(CC(NC(=O)c2cc(CC)cc(C(C)C)c2)C(C)C(=O)NC(C)(C)C)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee6c0>,460.30897852,2,2,5.635700000000005,True
219,Cc1ccc(CNC(=O)n2sc3ncccc3c2=O)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee710>,299.072847656,5,1,2.5243200000000003,True
220,CN1C(=O)C2(OCCC2O)c2ccccc21,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee760>,219.089543276,3,1,0.6394999999999995,True
221,CC(=O)N1CCCCCC1CCOc1ccc2c(c1)C(C)(C)CCC2(C)C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee7b0>,371.28242942400004,2,0,5.595600000000006,True
222,CC(C)c1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)C2CCC(=O)N2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee800>,423.252191916,4,4,2.2665999999999995,True
223,Cc1ccc(S(=O)(=O)N(CCO)c2ccc(-c3cccnc3)c3cccnc23)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee850>,419.13036253200005,5,1,3.7928200000000025,True
224,O=C(Nc1cc(-c2ccccc2)c(F)cc1F)c1ccc2c(c1)CC(CCSCc1ccccc1)O2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee8a0>,501.15740648,3,1,7.511100000000006,False
225,COc1ccc(Nc2cc(-c3cccc(N)c3)nc(C)n2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee8f0>,306.148061196,5,2,3.7864200000000015,True
226,COc1cccc(-c2cccc(C3CC3c3cc(=O)n(C)c(N)n3)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee940>,347.1633769120001,5,1,3.3092000000000015,True
227,COc1ccc(C=CC(=O)CC(=O)C=Cc2cc(OC)ccc2OC)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee990>,366.146723804,5,0,3.9673000000000025,True
228,O=C(CCc1ccccc1)Nc1ccc(NC(=S)NC(=O)c2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee9e0>,403.135447912,3,3,4.384700000000002,True
229,O=C(Nc1cc(Br)ccc1O)c1ccc2c(c1)CCCC2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeea30>,345.036440852,2,2,4.285800000000002,True
230,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CC(C)(C)Oc2ccc(OC(F)(F)F)cc21,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeea80>,502.18909844399997,5,3,4.163500000000003,True
231,O=C(Nc1ccc(Cl)cc1)c1ccccc1C(=O)OCc1ccc([N+](=O)[O-])cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeead0>,410.06694926,5,1,4.8575000000000035,True
232,Cc1coc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeb20>,367.11437603200005,5,2,2.8272200000000005,True
233,O=C(NC1=NCCS1)c1ccc(OC(F)(F)F)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeb70>,290.03368318800005,4,1,2.4178000000000006,True
234,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)OC3CC32)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeebc0>,448.05463075600005,6,2,3.192700000000001,True
235,CC(=O)NC(=O)c1cccc(OCCCCCCC(=O)O)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeec10>,307.141972772,4,2,2.3768000000000002,True
236,O=C(NC(c1ccc(F)c(O)c1)c1ccc2cccnc2c1)C(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeec60>,346.092912316,3,2,3.550200000000001,True
237,CN1C(=O)C(c2ccc(OCCCF)cc2)(c2cccc(-c3ccccn3)c2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeecb0>,418.18050419600013,5,1,3.5173000000000014,True
238,CC(C)(C)CNS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeed00>,321.1198781,2,1,3.8171000000000026,True
239,Cn1cc(CNC(=O)c2cc(COc3ccc(F)cc3F)co2)cn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeed50>,347.10814778,5,1,2.800300000000001,True
240,Cc1ccc(N(C(C)C(=O)Nc2ccccc2C)S(C)(=O)=O)c(C)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeda0>,360.15076362799994,3,1,3.4050600000000024,True
241,CC(C)(CNS(=O)(=O)c1ccccc1)N=C(N)N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeedf0>,270.115046816,3,3,0.016900000000000748,True
242,O=C(Nc1nc2ccccc2n1Cc1ccccc1Cl)c1ccccc1Cl,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeee40>,395.05921746,3,1,5.6437000000000035,True
243,COc1cnc2cc(C(=O)Nc3ccc(F)c(C4(C)COCC(N)=N4)c3)ccc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeee90>,408.15976875200005,6,2,3.237400000000001,True
244,CC1Cc2ccc(OCC(O)CNC3CCCCC3)cc2O1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeee0>,305.199093724,4,2,2.6720000000000006,True
245,COc1ccc(-c2nn(CC(=O)NCCc3ccccc3)c(=O)c3ccccc23)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeef30>,413.17394159599996,5,1,3.4310000000000027,True
246,CC1(c2cc(NC(=O)c3ncc(F)cn3)ccc2F)Cc2ccccc2C(N)=N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeef80>,393.14011660400007,5,2,3.1839000000000013,True
247,Cc1cc(OCc2ccc(F)cc2F)c(-c2ccc(F)cc2)cc1-c1ccc(C(=O)NCC(F)(F)F)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0030>,529.147648232,2,1,7.617420000000006,False
248,CN(CCOc1ccc(Cl)cc1)CC(O)CCC(c1ccccc1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0080>,423.19650687999996,3,1,5.6238000000000055,True
249,CC1=CCc2cccc(c2)C(=O)c2cc(C#N)cnc2N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef00d0>,302.116761068,5,1,2.6753799999999996,True
250,CC(N=Nc1nc2ccccc2c(=O)n1C)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0120>,292.132411132,5,0,3.778400000000002,True
251,CCNC(=O)c1[nH]c(C(=O)OC(C)C)c(-c2ccc(OC)c(F)c2)c1C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0170>,362.164185436,4,2,3.452720000000002,True
252,O=C(Nc1nnc(C2CC2)s1)c1ccc(Cl)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef01c0>,279.02331062,4,1,3.321200000000002,True
253,O=C(C=CC(=O)C(=O)O)C=Cc1ccc(OCc2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0210>,336.09977361200004,4,1,3.057800000000001,True
254,CSc1cccc(NC(=O)Nc2ccc(F)c(C3CCCC3)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0260>,344.135862512,2,2,5.849200000000003,True
255,COc1ccc2c(CC(=O)N=C(N)NCCc3ccccc3)c[nH]c2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef02b0>,350.174275944,2,3,2.3926,True
256,CC(C)(C)c1ccc(CNCCNC(=O)c2cc(-c3ccccc3)ccc2N)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0300>,401.246712612,3,3,4.752900000000003,True
257,CC1=NC(c2cccc(-c3cccnc3)c2F)OC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0350>,256.101191256,3,0,3.3774000000000015,True
258,COc1cnc(C(=O)Nc2ccc(Cl)c(C3(C(F)F)N=C(N)OC4CC43)c2)c(F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef03a0>,440.086302712,6,2,3.328800000000001,True
259,Cc1cc(C#N)cc(C)c1Nc1cc(Cl)ccc1CNC(=O)Nc1cccc(C(C)C)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef03f0>,446.18733916400004,3,3,7.017220000000005,True
260,COc1cnc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)c(F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0440>,412.115853252,6,2,2.4685000000000006,True
261,COc1ccc(C=CC(=O)C=Cc2cc(OC)ccc2OC)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0490>,324.13615912,4,0,4.008100000000003,True
