SMILES	Group	RDMol
COc1ccc2c(OCc3cc(-c4ccccc4)nc(N)n3)ccnc2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef710>
CCOC(=O)c1cnc2c(c1)cc(-c1cn[nH]c1)c(=O)n2C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef760>
Cc1cc(=O)oc2cc(NC(=O)c3ccc(Br)cc3)ccc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef7b0>
Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef800>
CCNCc1cc(C(=O)N2CCN(Cc3ccccc3)CC2)cc(C(F)(F)F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef850>
CC(C)CNC(=O)C(O)(CCCNC(=O)Nc1cccc(-c2noc(N)n2)c1)C(=O)NCCN(Cc1ccccc1)C(=O)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef8a0>
COc1cccc(-c2ccnc(Nc3ccc(F)cc3)n2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef8f0>
O=C(NC(Cc1ccccc1)C(O)CNCc1cccc(C(F)(F)F)c1)OCc1cccnc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef940>
O=C(Nc1cccc(OCCCN2CCOCC2)c1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef990>
Cn1cc(C2(C(=O)Nc3cc(C(=O)O)cc(C(C)(C)C)c3)N=C(N)C2(C)CO)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eef9e0>
COc1cc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)cnc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefa30>
CN1C(=O)C(c2ccc(OC(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefa80>
NC1=NC(c2cc(NCc3nn(C(F)F)cc3Cl)ccc2F)C2C1OCC2C(F)(F)F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefad0>
CC1CC2CC(CN2)C1CCCCCCCC(=O)Nc1cccc(C#N)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefb20>
C#CCn1cc(C=NN=C(N)NC(CO)Cc2ccccc2)cc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefb70>
COCCNC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefbc0>
O=C(Nc1cn(CC(O)CO)c(-c2cccc(F)c2)n1)c1cccc(OCCF)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefc10>
COc1ccc(C=CC(=O)CC(=O)C=Cc2cc(OC)c(O)c(OC)c2)cc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefc60>
CCCOc1cc(C)c2c(c1C)CC(C)(CC)O2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefcb0>
N#Cc1cc2cc(S(=O)(=O)Nc3ccc(F)c(Br)c3)ccc2[nH]1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefd00>
O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1ccccc1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefd50>
COc1ccc(NC(=O)C=Cc2cccc([N+](=O)[O-])c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefda0>
NCCCCCCNc1c2c(nc3ccccc13)CCCC2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefdf0>
CC(C)(O)COc1cccc(-c2cc3c(N)ncc(C(N)=O)c3cc2F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefe40>
O=c1oc2ccc(Oc3cccc(F)c3)cc2c(Cl)c1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefe90>
COc1ccc(S(=O)(=O)N(Cc2ccccc2)C(C)C(=O)O)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eefee0>
CCCS(=O)(=O)C(C)C=CCCC(=O)C=CCc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeff30>
CC1(c2cc(NC(=O)c3ccco3)ccc2F)N=C(N)OCC1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeff80>
CC(C)CC(NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)NCCc1cccc(N)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee030>
c1ccc(-c2ccccc2CNCCC2CCCCC2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee080>
COc1cccc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee0d0>
FC1CCN(Cc2c[nH]c3c(Cl)cc(Cl)cc23)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee120>
CN1C(=O)C(c2cccc(-c3cncnc3)c2)(C2CC2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee170>
O=C1N=C(Nc2cccc(Cl)c2)N=C(N2CCC(F)CC2)C1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee1c0>
CC#Cc1cccc(CC(NC(=O)c2cc(-c3ccccc3)on2)C(=O)O)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee210>
CN(C)c1ccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee260>
CN1C(=O)OC(c2ccc(OCCCF)cc2)(C2CCCCN2)C1=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee2b0>
NC1=NC(c2ccc(Cl)cc2)(c2ccc(F)c(Cl)c2)C2CCCC12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee300>
COCc1cc2cc(c1)C(=O)NC(C(C)COCc1ccccc1)N2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee350>
CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(Br)cc(F)c1O2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee3a0>
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee3f0>
O=c1cc(Oc2ccc(O)cc2)ccn1Cc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee440>
CC1CC2CCC(CN(C)CC2)N1CCCCCC(O)(Cc1ccccc1)C(=O)NCc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee490>
COc1ccc2oc(CN(C)Cc3ccccc3)cc2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee4e0>
O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee530>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2cc(OC)cc(N3CCCCC3)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee580>
COc1cccc(NC(=O)c2cc(-c3cccc(OC(C)(C)C)c3)on2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee5d0>
CCOc1ncccc1C(=O)Nc1ccc(F)c(C2(C(F)F)COCC(N)=N2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee620>
NC1=NC(c2cc(NC(=O)c3cnc(OCC(F)F)cn3)ccc2F)C2C1CC(N)C2CO	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee670>
CC#Cc1cccc(CC(NC(=O)c2cc(CC)cc(C(C)C)c2)C(C)C(=O)NC(C)(C)C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee6c0>
Cc1ccc(CNC(=O)n2sc3ncccc3c2=O)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee710>
CN1C(=O)C2(OCCC2O)c2ccccc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee760>
CC(=O)N1CCCCCC1CCOc1ccc2c(c1)C(C)(C)CCC2(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee7b0>
CC(C)c1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)C2CCC(=O)N2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee800>
Cc1ccc(S(=O)(=O)N(CCO)c2ccc(-c3cccnc3)c3cccnc23)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee850>
O=C(Nc1cc(-c2ccccc2)c(F)cc1F)c1ccc2c(c1)CC(CCSCc1ccccc1)O2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee8a0>
COc1ccc(Nc2cc(-c3cccc(N)c3)nc(C)n2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee8f0>
COc1cccc(-c2cccc(C3CC3c3cc(=O)n(C)c(N)n3)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee940>
COc1ccc(C=CC(=O)CC(=O)C=Cc2cc(OC)ccc2OC)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee990>
O=C(CCc1ccccc1)Nc1ccc(NC(=S)NC(=O)c2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eee9e0>
O=C(Nc1cc(Br)ccc1O)c1ccc2c(c1)CCCC2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeea30>
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CC(C)(C)Oc2ccc(OC(F)(F)F)cc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeea80>
O=C(Nc1ccc(Cl)cc1)c1ccccc1C(=O)OCc1ccc([N+](=O)[O-])cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeead0>
Cc1coc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeb20>
O=C(NC1=NCCS1)c1ccc(OC(F)(F)F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeb70>
COc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)OC3CC32)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeebc0>
CC(=O)NC(=O)c1cccc(OCCCCCCC(=O)O)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeec10>
O=C(NC(c1ccc(F)c(O)c1)c1ccc2cccnc2c1)C(F)F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeec60>
CN1C(=O)C(c2ccc(OCCCF)cc2)(c2cccc(-c3ccccn3)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeecb0>
CC(C)(C)CNS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeed00>
Cn1cc(CNC(=O)c2cc(COc3ccc(F)cc3F)co2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeed50>
Cc1ccc(N(C(C)C(=O)Nc2ccccc2C)S(C)(=O)=O)c(C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeda0>
CC(C)(CNS(=O)(=O)c1ccccc1)N=C(N)N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeedf0>
O=C(Nc1nc2ccccc2n1Cc1ccccc1Cl)c1ccccc1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeee40>
COc1cnc2cc(C(=O)Nc3ccc(F)c(C4(C)COCC(N)=N4)c3)ccc2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeee90>
CC1Cc2ccc(OCC(O)CNC3CCCCC3)cc2O1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeeee0>
COc1ccc(-c2nn(CC(=O)NCCc3ccccc3)c(=O)c3ccccc23)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeef30>
CC1(c2cc(NC(=O)c3ncc(F)cn3)ccc2F)Cc2ccccc2C(N)=N1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9eeef80>
Cc1cc(OCc2ccc(F)cc2F)c(-c2ccc(F)cc2)cc1-c1ccc(C(=O)NCC(F)(F)F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0030>
CN(CCOc1ccc(Cl)cc1)CC(O)CCC(c1ccccc1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0080>
CC1=CCc2cccc(c2)C(=O)c2cc(C#N)cnc2N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef00d0>
CC(N=Nc1nc2ccccc2c(=O)n1C)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0120>
CCNC(=O)c1[nH]c(C(=O)OC(C)C)c(-c2ccc(OC)c(F)c2)c1C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0170>
O=C(Nc1nnc(C2CC2)s1)c1ccc(Cl)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef01c0>
O=C(C=CC(=O)C(=O)O)C=Cc1ccc(OCc2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0210>
CSc1cccc(NC(=O)Nc2ccc(F)c(C3CCCC3)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0260>
COc1ccc2c(CC(=O)N=C(N)NCCc3ccccc3)c[nH]c2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef02b0>
CC(C)(C)c1ccc(CNCCNC(=O)c2cc(-c3ccccc3)ccc2N)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0300>
CC1=NC(c2cccc(-c3cccnc3)c2F)OC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0350>
COc1cnc(C(=O)Nc2ccc(Cl)c(C3(C(F)F)N=C(N)OC4CC43)c2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef03a0>
Cc1cc(C#N)cc(C)c1Nc1cc(Cl)ccc1CNC(=O)Nc1cccc(C(C)C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef03f0>
COc1cnc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0440>
COc1ccc(C=CC(=O)C=Cc2cc(OC)ccc2OC)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0490>
COc1nc(N2CC3C(=O)N(C)C(N)=NCC(=C3c3cc(Cl)ccc3OC(F)(F)F)C2(C)C)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef04e0>
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CC(C)(C)Oc2ccc(CC(C)(C)C)cc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0530>
Cc1cc(OCc2ccc(F)cc2F)cc2c(=O)c(C(=O)Nc3ccc(Cl)c(C4(C)CCOCC4)c3)c[nH]c12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0580>
O=C(Nc1ccc2c(c1)N(C(=O)Nc1cccc(Cl)c1)CCC2)c1cccc(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef05d0>
Cc1cnc2c(c1)CCC(Nc1ccc(F)c(C3(CF)COCC(N)=N3)c1)C2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0620>
C=S(O)(O)=CCC(NCc1ccccc1C)C(c1ccccc1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0670>
Cn1ccc2c(OCC(=O)NCc3cccc(OC(F)(F)F)c3)ccc(F)c21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef06c0>
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0710>
CC1OC(c2ccccc2)C(NCC2CCCCC2)Cc2[nH]ncc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0760>
Cc1ccc(C(=O)Nc2cc(C3(C)CCC(C)C(C)(C)OC3)ccc2F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef07b0>
CCc1cnc2c(c1)C(=O)c1cccc(c1)CC(C)(N)CNC2=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0800>
CN1CC(N(C)c2nc(-c3cccnc3)c[nH]2)C(C)(C(=O)NC(CO)c2ccccc2)C1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0850>
[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c(C3(C)COC(N)=N3)c2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef08a0>
N=c1occc(-c2ccc(F)cc2)c1C(=O)NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef08f0>
Cc1nc(-c2ccc(Cl)cc2F)c(C2CCCNC2)n1C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0940>
C=S(O)(O)=CC(Cc1ccccc1)NC(=O)c1cc(C2CC2)ncn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0990>
COc1ccc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)N(C)C(N)=N3)c2)c(OC)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef09e0>
CCC1(C)CN(C(=O)c2cccc(Cl)c2)N=C1c1ccc(OC)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0a30>
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CCC(CC2CCCCC2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0a80>
Cc1ccc(NC(=O)c2cc(N(C)c3cccc(F)c3)nc(C)n2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0ad0>
CCc1ccc(-c2nc(SCC(=O)Nc3ccccc3)c(-c3ccccc3)[nH]2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0b20>
COc1ccc(-c2noc(C)c2C(=O)N=C(N)NCc2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0b70>
CC(NC(=O)c1cc(OCC(=O)NCCCCCN)cc(-c2cccnc2)c1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0bc0>
CCc1cc(O)cc(-c2ccc(F)cc2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0c10>
COc1ccc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)nc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0c60>
CN1C(=O)C(c2ccc(OC(F)F)cc2)(c2ccc(F)c(-c3cccc(Cl)c3)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0cb0>
CC(C)Cc1ccc(C(C)C(=O)Nc2ccc(CCCC3OCCCO3)cc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0d00>
COc1ccc(C2c3ccc(N)cc3Oc3nc(N)nc(N)c32)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0d50>
O=C(NN=Cc1cc(Cl)ccc1O)c1ccccn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0da0>
NC1=NC(c2cc(NCC3CCOC3)c(F)cc2F)(C(F)F)COC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0df0>
C#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)COC(C)(F)CC3(F)F)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0e40>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)NC(CCCCN=C(N)N)CC(=O)Nc2ccccc2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0e90>
CC1=NC2(N=C1N)c1cc(Br)ccc1CC21CCC(O)C1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0ee0>
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1cccc(Cl)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0f30>
COc1ccc(C=CC(=O)C=CC=Cc2ccc(OC)c(F)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef0f80>
O=C(O)CNCc1ccc(OCc2cccc(COc3ccc(-n4cnc(Br)c4)cc3)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4030>
O=C1c2ccccc2C(=O)N1c1ccccc1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4080>
Cc1ccc2[nH]c(NCCCCCCCCC(=O)Nc3ccc(NS(=O)(=O)c4cccs4)cc3)nc2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef40d0>
O=C(C=Cc1ccc(OCc2ccc(F)cc2)cc1)CC(=O)c1ccc(F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4120>
CN1C(=N)C(C(=O)COC(=O)C=Cc2cc(O)c(O)c(O)c2)NC1=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4170>
CCNc1cc(C(=O)NC(Cc2ccccc2)C(N)C(O)CC(C)C(=O)NC(C)(C)C)ccn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef41c0>
CC(C)CNC(=O)C(NC(=O)C(C)CC(O)C(CC1CCCCC1)NC(=O)C=Cc1ccccc1)C(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4210>
COCCN(c1ccc(C(=O)NC(C)C)cc1)c1cc(N2CCc3c(cccc3OC)C2)nc(OC)c1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4260>
O=C(C=Cc1ccc(O)cc1)C=Cc1ccccc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef42b0>
NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(F)c2)CO1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4300>
CCc1nc(NCc2ccco2)c(C)c(-c2cccc(F)c2)n1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4350>
COc1cc(C=CC(=O)CC(=O)C=Cc2cc(O)ccc2[N+](=O)[O-])on1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef43a0>
CCN(Cc1ccccc1)C(=O)CCc1noc(C=C2C=NN(c3ccccc3)C2=O)n1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef43f0>
O=C(Nc1ccc(F)c([N+](=O)[O-])c1)c1cc2ccccc2s1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4440>
COc1cccc(CNc2ccc(S(=O)(=O)NCC3CC3)c(C)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4490>
Cc1nn(CC(F)(F)F)c(=O)cc1-c1cccc(C(C)C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef44e0>
NC1=NC2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)OCCC2CS1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4530>
Cc1cc(Br)cnc1C(=O)Nc1cc(F)c(C#N)cc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4580>
CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c(C3(C)N=C(N)OCC3(F)F)c2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef45d0>
CCc1ccc(CNCC(O)(c2ccccc2)c2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4620>
CCCc1ccc(-c2ccc(F)c(C3(c4ccnc(N)c4)N=C(N)c4c(F)cc(F)cc43)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4670>
O=C(Nc1ccccn1)c1c(NC(=O)C2CCC(F)(F)CC2)sc2c1CCCC2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef46c0>
O=C(NCc1cc(C(F)(F)F)ccc1F)C(C=Cc1ccccc1)CCc1nc(O)c(NCc2ccc(Cl)cc2)cc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4710>
NC1=NC(c2cccc(NC(=O)c3cnc(CC(F)F)s3)c2)COC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4760>
N#Cc1cnc2c(c1)CCCC2c1cccc(OCCN2CCOCC2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef47b0>
CCCC(C)(C)NCC(O)C(CC(C)C)NC(=O)c1cc2cccc(Cl)c2o1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4800>
CN(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc2nc(N)nc(N)c2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4850>
NC1=NC(c2cc(C#CCC(F)(F)F)cnc2F)CC(C(F)(F)F)O1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef48a0>
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCCCC1)S(=O)(=O)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef48f0>
COc1ccc(C(=O)c2c(-c3ccc(OC)cc3)[nH]c(O)c2O)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4940>
COc1cccc(-c2cccc(C3CC3CC(=O)NS(=O)(=O)CCCSCCF)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4990>
Nc1ccc(C(=O)Nc2ccc(CN3CCCCC3)cc2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef49e0>
CC1(c2cc(NC(=O)c3ccc(Cl)c(C#N)c3)ccc2F)CS(N)(=O)=N1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4a30>
COc1cnc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OC4CC43)c2)c(C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4a80>
O=C(Nc1ccccc1)N1CCN(Cc2ccc(F)cc2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4ad0>
